RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
world,,masters,60-64,female,25m,butterfly,100m,01:06.30,PLANT Mary,,USA,01/02/2026
world,,masters,60-64,female,25m,butterfly,200m,02:36.16,PLANT Mary,,USA,31/01/2026
world,,masters,60-64,female,25m,butterfly,50m,30.18,REYNOLDS Ellen,,USA,07/12/2024
world,,masters,60-64,female,25m,freestyle,100m,01:01.80,REYNOLDS Ellen,,USA,06/12/2024
world,,masters,60-64,female,25m,freestyle,1500m,18:47.25,REYNOLDS Ellen,,USA,26/05/2024
world,,masters,60-64,female,25m,freestyle,200m,02:13.66,REYNOLDS Ellen,,USA,24/05/2024
world,,masters,60-64,female,25m,freestyle,400m,04:42.58,REYNOLDS Ellen,,USA,25/05/2024
world,,masters,60-64,female,25m,freestyle,50m,28.12,SAPPEY Collette,,USA,06/12/2025
world,,masters,60-64,female,25m,freestyle,800m,09:43.40,REYNOLDS Ellen,,USA,08/12/2024
world,,masters,60-64,female,25m,individual_medley,100m,01:09.11,REYNOLDS Ellen,,USA,24/05/2024
world,,masters,60-64,female,25m,individual_medley,200m,02:28.63,REYNOLDS Ellen,,USA,19/04/2024
world,,masters,60-64,female,25m,individual_medley,400m,05:23.30,REYNOLDS Ellen,,USA,21/04/2024
world,,masters,60-64,female,50m,backstroke,100m,01:10.22,REYNOLDS Ellen,,USA,28/02/2024
world,,masters,60-64,female,50m,backstroke,200m,02:30.58,REYNOLDS Ellen,,USA,27/02/2024
world,,masters,60-64,female,50m,backstroke,50m,32.68,REYNOLDS Ellen,,USA,07/07/2024
world,,masters,60-64,female,50m,breaststroke,100m,01:22.80,TAKIMOTO Chieko,,JPN,06/07/2024
world,,masters,60-64,female,50m,breaststroke,200m,03:00.11,REYNOLDS Ellen,,USA,02/03/2024
world,,masters,60-64,female,50m,breaststroke,50m,37.43,CORO' Monica,,ITA,06/02/2022
world,,masters,60-64,female,50m,butterfly,100m,01:07.78,PLANT Mary,,USA,20/06/2026
world,,masters,60-64,female,50m,butterfly,200m,02:39.31,PLANT Mary,,USA,16/08/2025
world,,masters,60-64,female,50m,butterfly,50m,29.90,GREEN BLAIR Holly,,USA,04/08/2023
world,,masters,60-64,female,50m,freestyle,100m,01:03.70,REYNOLDS Ellen,,USA,25/08/2024
world,,masters,60-64,female,50m,freestyle,1500m,19:10.59,REYNOLDS Ellen,,USA,06/07/2024
world,,masters,60-64,female,50m,freestyle,200m,02:16.57,REYNOLDS Ellen,,USA,22/08/2024
world,,masters,60-64,female,50m,freestyle,400m,04:48.61,REYNOLDS Ellen,,USA,25/08/2024
world,,masters,60-64,female,50m,freestyle,50m,28.34,OTTERMANN Edith,,RSA,12/03/2026
world,,masters,60-64,female,50m,freestyle,800m,10:02.66,BRITS Jeanette,,AUS,03/05/2024
world,,masters,60-64,female,50m,individual_medley,200m,02:32.30,REYNOLDS Ellen,,USA,27/07/2024
world,,masters,60-64,female,50m,individual_medley,400m,05:30.07,REYNOLDS Ellen,,USA,03/03/2024
world,,masters,60-64,male,25m,backstroke,100m,01:03.06,MCKINNON Peter,,CAN,27/04/2025
world,,masters,60-64,male,25m,backstroke,200m,02:17.15,FOWLER Jamie,,USA,08/12/2019
world,,masters,60-64,male,25m,backstroke,50m,29.09,MCKINNON Peter,,CAN,27/04/2025
world,,masters,60-64,male,25m,breaststroke,100m,01:06.05,TRAVAINI Carlo,,ITA,11/02/2023
world,,masters,60-64,male,25m,breaststroke,200m,02:26.52,TRAVAINI Carlo,,ITA,23/04/2023
world,,masters,60-64,male,25m,breaststroke,50m,29.77,TRAVAINI Carlo,,ITA,22/04/2023
world,,masters,60-64,male,25m,butterfly,100m,01:00.14,PALME Marc,,ITA,12/12/2025
world,,masters,60-64,male,25m,butterfly,200m,02:18.39,CAPPELLETTI Mauro,,ITA,23/02/2025
world,,masters,60-64,male,25m,butterfly,50m,26.78,THOMPSON Dan D,,CAN,13/05/2017
world,,masters,60-64,male,25m,freestyle,100m,55.73,NAKKAS Ahmet,,TUR,23/11/2023
world,,masters,60-64,male,25m,freestyle,1500m,17:27.56,DELLBRUGGE Karsten,,GER,18/01/2025
world,,masters,60-64,male,25m,freestyle,200m,02:01.65,COLELLA Rick,,USA,21/11/2015
world,,masters,60-64,male,25m,freestyle,400m,04:26.45,SONDALI Gian Luca,,ITA,11/04/2026
world,,masters,60-64,male,25m,freestyle,50m,24.90,ABRAHAMS Richard,,USA,03/12/2006
world,,masters,60-64,male,25m,freestyle,800m,09:07.78,PEREZ Arnaldo,,PUR,14/10/2022
world,,masters,60-64,male,25m,individual_medley,100m,01:02.00,FRENTSOS Jerome,,USA,02/06/2025
world,,masters,60-64,male,25m,individual_medley,200m,02:17.77,FRENTSOS Jerome,,USA,01/06/2025
world,,masters,60-64,male,25m,individual_medley,400m,05:02.36,FRENTSOS Jerome,,USA,04/06/2025
world,,masters,60-64,male,50m,backstroke,100m,01:06.08,FOWLER Jamie,,USA,11/08/2019
world,,masters,60-64,male,50m,backstroke,200m,02:25.61,FRENTSOS Jerome,,USA,10/08/2025
world,,masters,60-64,male,50m,backstroke,50m,29.77,RUCK Harald,,RSA,13/08/2025
world,,masters,60-64,male,50m,breaststroke,100m,01:09.57,TRAVAINI Carlo,,ITA,06/08/2023
world,,masters,60-64,male,50m,breaststroke,200m,02:33.57,TRAVAINI Carlo,,ITA,29/06/2023
world,,masters,60-64,male,50m,breaststroke,50m,30.57,TRAVAINI Carlo,,ITA,30/06/2023
world,,masters,60-64,male,50m,butterfly,100m,01:01.63,LA PALME Marc,,ITA,02/07/2026
world,,masters,60-64,male,50m,butterfly,200m,02:21.71,CAPPELLETTI Mauro,,ITA,25/05/2025
world,,masters,60-64,male,50m,butterfly,50m,27.23,PALME Marc,,ITA,10/08/2025
world,,masters,60-64,male,50m,freestyle,100m,57.39,MAUGHAN Calvin,,USA,18/05/2024
world,,masters,60-64,male,50m,freestyle,1500m,17:55.91,PEREZ Arnaldo,,USA,03/08/2022
world,,masters,60-64,male,50m,freestyle,200m,02:07.68,STEPHENSON Dan,,USA,06/08/2017
world,,masters,60-64,male,50m,freestyle,400m,04:30.15,VALLEJO Juan Carlos,,ESP,19/06/2023
world,,masters,60-64,male,50m,freestyle,50m,24.82,MAUGHAN Calvin,,RSA,01/03/2024
world,,masters,60-64,male,50m,freestyle,800m,09:21.08,PEREZ Arnaldo,,PUR,20/05/2022
world,,masters,60-64,male,50m,individual_medley,200m,02:21.99,COLELLA Rick,,USA,17/08/2014
world,,masters,60-64,male,50m,individual_medley,400m,05:08.20,COLELLA Rick,,USA,15/08/2014
world,,masters,65-69,female,25m,backstroke,100m,01:13.08,VAL Laura,,USA,01/12/2018
world,,masters,65-69,female,25m,backstroke,200m,02:42.87,VAL Laura,,USA,01/12/2017
world,,masters,65-69,female,25m,backstroke,50m,33.41,VAL Laura,,USA,22/09/2019
world,,masters,65-69,female,25m,breaststroke,100m,01:25.86,KUWANO Misa,,JPN,18/04/2026
world,,masters,65-69,female,25m,breaststroke,200m,03:07.97,HEATH Amanda,,GBR,01/10/2022
world,,masters,65-69,female,25m,breaststroke,50m,38.19,GARAY Judy,,CAN,27/04/2025
world,,masters,65-69,female,25m,butterfly,100m,01:13.47,VAL Laura,,USA,08/12/2019
world,,masters,65-69,female,25m,butterfly,200m,02:45.20,VAL Laura,,USA,18/09/2016
world,,masters,65-69,female,25m,butterfly,50m,32.57,NOYES Penny,,USA,23/11/2019
world,,masters,65-69,female,25m,freestyle,100m,01:04.40,VAL Laura,,USA,01/12/2017
world,,masters,65-69,female,25m,freestyle,1500m,20:05.72,HEIM-BOWEN Suzanne,,USA,28/01/2023
world,,masters,65-69,female,25m,freestyle,200m,02:19.62,BRITS Jeanette,,AUS,23/05/2026
world,,masters,65-69,female,25m,freestyle,400m,04:55.59,BRITS Jeanette,,AUS,02/05/2026
world,,masters,65-69,female,25m,freestyle,50m,29.10,MACDONALD Sarah,,CAN,26/04/2025
world,,masters,65-69,female,25m,freestyle,800m,09:56.21,BRITS Jeanette,,AUS,02/05/2026
world,,masters,65-69,female,25m,individual_medley,100m,01:15.65,NOYES Penny,,USA,23/11/2019
world,,masters,65-69,female,25m,individual_medley,200m,02:46.04,VAL Laura,,USA,06/12/2019
world,,masters,65-69,female,25m,individual_medley,400m,05:54.44,CROTTY Robyn,,NZL,28/04/2026
world,,masters,65-69,female,50m,backstroke,100m,01:14.49,VAL Laura,,USA,31/07/2018
world,,masters,65-69,female,50m,backstroke,200m,02:47.70,VAL Laura,,USA,08/08/2019
world,,masters,65-69,female,50m,backstroke,50m,33.59,VAL Laura,,USA,02/08/2018
world,,masters,65-69,female,50m,breaststroke,100m,01:25.81,THULSTRUP Pia,,DEN,10/05/2026
world,,masters,65-69,female,50m,breaststroke,200m,03:12.63,HEATH Amanda,,GBR,17/06/2022
world,,masters,65-69,female,50m,breaststroke,50m,38.29,THULSTRUP Pia,,DEN,08/05/2026
world,,masters,65-69,female,50m,butterfly,100m,01:13.70,VAL Laura,,USA,18/08/2016
world,,masters,65-69,female,50m,butterfly,200m,02:57.26,NOYES Penny,,USA,20/07/2019
world,,masters,65-69,female,50m,butterfly,50m,32.36,GRANGER Traci,,USA,07/08/2023
world,,masters,65-69,female,50m,freestyle,100m,01:04.89,VAL Laura,,USA,30/07/2018
world,,masters,65-69,female,50m,freestyle,1500m,20:41.53,HEIM-BOWEN Suzanne,,USA,21/07/2023
world,,masters,65-69,female,50m,freestyle,200m,02:24.07,BRITS Jeanette,,AUS,11/04/2026
world,,masters,65-69,female,50m,freestyle,400m,05:09.26,PARKER PALACE Kelly,,USA,20/06/2026
world,,masters,65-69,female,50m,freestyle,50m,29.10,NOYES Penny,,USA,03/08/2019
world,,masters,65-69,female,50m,freestyle,800m,10:41.12,CROTTY Robyn,,NZL,15/05/2026
world,,masters,65-69,female,50m,individual_medley,200m,02:51.52,NOYES Penny,,USA,04/08/2019
world,,masters,65-69,female,50m,individual_medley,400m,06:01.54,CROTTY Robyn,,NZL,17/05/2026
world,,masters,65-69,male,25m,backstroke,100m,01:06.87,NIAU Patrick,,FRA,07/04/2024
world,,masters,65-69,male,25m,backstroke,200m,02:26.53,GARRIDO MADRUGA Djan,,BRA,14/09/2024
world,,masters,65-69,male,25m,backstroke,50m,30.34,WILDER Hugh,,USA,02/12/2012
world,,masters,65-69,male,25m,breaststroke,100m,01:11.44,GUTHRIE David,,USA,31/01/2026
world,,masters,65-69,male,25m,breaststroke,200m,02:36.85,COLELLA Rick,,USA,19/11/2017
world,,masters,65-69,male,25m,breaststroke,50m,32.28,GUTHRIE David,,USA,01/02/2026
world,,masters,65-69,male,25m,butterfly,100m,01:03.01,THOMPSON Dan D,,CAN,25/04/2025
world,,masters,65-69,male,25m,butterfly,200m,02:22.90,BREGMAN Hugo,,NED,18/02/2023
world,,masters,65-69,male,25m,butterfly,50m,27.65,THOMPSON Dan D,,CAN,16/05/2025
world,,masters,65-69,male,25m,freestyle,100m,57.78,GROSELLE Jack,,USA,26/05/2019
world,,masters,65-69,male,25m,freestyle,1500m,18:26.04,GARRIDO MADRUGA Djan,,BRA,23/06/2023
world,,masters,65-69,male,25m,freestyle,200m,02:07.46,STEPHENSON Dan,,USA,02/10/2022
world,,masters,65-69,male,25m,freestyle,400m,04:27.91,COLELLA Rick,,USA,19/11/2017
world,,masters,65-69,male,25m,freestyle,50m,25.42,MARTIN Doug,,USA,03/03/2018
world,,masters,65-69,male,25m,freestyle,800m,09:26.94,COLELLA Rick,,USA,24/11/2019
world,,masters,65-69,male,25m,individual_medley,100m,01:05.43,COLELLA Rick,,USA,19/11/2016
world,,masters,65-69,male,25m,individual_medley,200m,02:20.35,COLELLA Rick,,USA,17/11/2018
world,,masters,65-69,male,25m,individual_medley,400m,05:03.34,COLELLA Rick,,USA,18/11/2017
world,,masters,65-69,male,50m,backstroke,100m,01:08.15,GORKOV Vladimir,,RUS,22/04/2022
world,,masters,65-69,male,50m,backstroke,200m,02:31.62,GORKOV Vladimir,,RUS,23/04/2022
world,,masters,65-69,male,50m,backstroke,50m,30.95,WILDER Hugh,,USA,07/07/2012
world,,masters,65-69,male,50m,breaststroke,100m,01:13.22,GUTHRIE David,,USA,11/07/2026
world,,masters,65-69,male,50m,breaststroke,200m,02:41.54,COLELLA Rick,,USA,21/08/2016
world,,masters,65-69,male,50m,breaststroke,50m,32.99,GUTHRIE David,,USA,12/07/2026
world,,masters,65-69,male,50m,butterfly,100m,01:05.82,BREGMAN Hugo,,NED,05/05/2023
world,,masters,65-69,male,50m,butterfly,200m,02:32.00,BREGMAN Hugo,,NED,07/05/2023
world,,masters,65-69,male,50m,butterfly,50m,28.14,THOMPSON Dan D,,USA,10/08/2025
world,,masters,65-69,male,50m,freestyle,100m,59.49,GROSELLE Jack,,USA,09/08/2019
world,,masters,65-69,male,50m,freestyle,1500m,18:43.53,BLACKBEARD Paul,,AUS,15/10/2023
world,,masters,65-69,male,50m,freestyle,200m,02:09.39,COLELLA Rick,,USA,06/08/2017
world,,masters,65-69,male,50m,freestyle,400m,04:37.70,COLELLA Rick,,USA,04/08/2017
world,,masters,65-69,male,50m,freestyle,50m,26.19,BARNES Brent,,JPN,14/08/2025
world,,masters,65-69,male,50m,freestyle,800m,09:48.95,GARRIDO MADRUGA Djan,,BRA,03/08/2023
world,,masters,65-69,male,50m,individual_medley,200m,02:25.22,COLELLA Rick,,USA,19/08/2016
world,,masters,65-69,male,50m,individual_medley,400m,05:13.36,COLELLA Rick,,USA,03/08/2017
world,,masters,70-74,female,25m,backstroke,100m,01:13.10,VAL Laura,,USA,02/12/2023
world,,masters,70-74,female,25m,backstroke,200m,02:43.77,VAL Laura,,USA,03/12/2023
world,,masters,70-74,female,25m,backstroke,50m,33.60,VAL Laura,,USA,03/12/2023
world,,masters,70-74,female,25m,breaststroke,100m,01:31.76,CRABBE Colette,,USA,18/04/2026
world,,masters,70-74,female,25m,breaststroke,200m,03:23.18,KNAPP Lo,,USA,06/12/2024
world,,masters,70-74,female,25m,breaststroke,50m,41.18,FRESE Dagmar,,GER,07/03/2026
world,,masters,70-74,female,25m,butterfly,100m,01:15.46,VAL Laura,,USA,17/10/2021
world,,masters,70-74,female,25m,butterfly,200m,02:57.32,VAL Laura,,USA,07/10/2023
world,,masters,70-74,female,25m,butterfly,50m,33.92,NOYES Penny,,USA,20/01/2024
world,,masters,70-74,female,25m,freestyle,100m,01:06.02,VAL Laura,,USA,01/12/2023
world,,masters,70-74,female,25m,freestyle,1500m,20:55.09,STEADMAN-MARTIN Nancy,,USA,07/12/2024
world,,masters,70-74,female,25m,freestyle,200m,02:25.35,VAL Laura,,USA,03/12/2023
world,,masters,70-74,female,25m,freestyle,400m,05:18.26,VAL Laura,,USA,26/02/2023
world,,masters,70-74,female,25m,freestyle,50m,30.24,NOYES Penny,,USA,14/03/2026
world,,masters,70-74,female,25m,freestyle,800m,11:02.83,STEADMAN-MARTIN Nancy,,USA,07/12/2024
world,,masters,70-74,female,25m,individual_medley,100m,01:18.40,NOYES Penny,,USA,20/01/2024
world,,masters,70-74,female,25m,individual_medley,200m,02:52.19,VAL Laura,,USA,16/10/2021
world,,masters,70-74,female,25m,individual_medley,400m,06:07.14,VAL Laura,,USA,06/10/2023
world,,masters,70-74,female,50m,backstroke,100m,01:16.27,VAL Laura,,USA,04/08/2023
world,,masters,70-74,female,50m,backstroke,200m,02:49.43,VAL Laura,,USA,08/10/2021
world,,masters,70-74,female,50m,backstroke,50m,34.65,VAL Laura,,USA,10/10/2021
world,,masters,70-74,female,50m,breaststroke,100m,01:31.82,FRESE Dagmar,,GER,14/03/2026
world,,masters,70-74,female,50m,breaststroke,200m,03:28.73,FRESE Dagmar,,GER,15/03/2026
world,,masters,70-74,female,50m,breaststroke,50m,40.68,FRESE Dagmar,,GER,14/03/2026
world,,masters,70-74,female,50m,butterfly,100m,01:16.07,VAL Laura,,USA,08/10/2021
world,,masters,70-74,female,50m,butterfly,200m,03:12.76,NOYES Penny,,USA,19/01/2024
world,,masters,70-74,female,50m,butterfly,50m,34.37,RODGERS Leigh,,AUS,10/04/2025
world,,masters,70-74,female,50m,freestyle,100m,01:06.68,VAL Laura,,USA,06/08/2023
world,,masters,70-74,female,50m,freestyle,1500m,21:02.79,CIRAULO Christie,,USA,02/08/2023
world,,masters,70-74,female,50m,freestyle,200m,02:29.56,VAL Laura,,USA,22/08/2024
world,,masters,70-74,female,50m,freestyle,400m,05:21.19,VAL Laura,,USA,13/08/2022
world,,masters,70-74,female,50m,freestyle,50m,30.73,VAL Laura,,USA,09/10/2021
world,,masters,70-74,female,50m,freestyle,800m,11:04.90,CIRAULO Christie,,USA,03/06/2023
world,,masters,70-74,female,50m,individual_medley,200m,03:00.96,VAL Laura,,USA,01/08/2021
world,,masters,70-74,female,50m,individual_medley,400m,06:38.63,STEADMAN-MARTIN Nancy,,USA,23/08/2024
world,,masters,70-74,male,25m,backstroke,100m,01:08.55,WOLF Tom,,USA,20/01/2024
world,,masters,70-74,male,25m,backstroke,200m,02:28.87,WOLF Tom,,USA,09/11/2024
world,,masters,70-74,male,25m,backstroke,50m,32.03,WOLF Tom,,USA,15/12/2024
world,,masters,70-74,male,25m,breaststroke,100m,01:13.04,COLELLA Rick,,USA,04/12/2021
world,,masters,70-74,male,25m,breaststroke,200m,02:45.56,COLELLA Rick,,USA,19/11/2023
world,,masters,70-74,male,25m,breaststroke,50m,33.54,COLELLA Rick,,USA,04/12/2021
world,,masters,70-74,male,25m,butterfly,100m,01:04.18,THOMPSON Dan D,,CAN,17/04/2026
world,,masters,70-74,male,25m,butterfly,200m,02:37.01,NORBERG Michael,,USA,13/12/2025
world,,masters,70-74,male,25m,butterfly,50m,27.80,THOMPSON Dan D,,CAN,18/04/2026
world,,masters,70-74,male,25m,freestyle,100m,01:00.52,THOMPSON Dan D,,CAN,18/04/2026
world,,masters,70-74,male,25m,freestyle,1500m,18:29.71,COLELLA Rick,,USA,30/01/2022
world,,masters,70-74,male,25m,freestyle,200m,02:10.97,COLELLA Rick,,USA,04/12/2021
world,,masters,70-74,male,25m,freestyle,400m,04:46.78,COLELLA Rick,,USA,30/01/2022
world,,masters,70-74,male,25m,freestyle,50m,26.61,THOMPSON Dan D,,CAN,19/04/2026
world,,masters,70-74,male,25m,freestyle,800m,09:36.64,COLELLA Rick,,USA,30/01/2022
world,,masters,70-74,male,25m,individual_medley,100m,01:06.98,COLELLA Rick,,USA,04/12/2021
world,,masters,70-74,male,25m,individual_medley,200m,02:27.07,COLELLA Rick,,USA,04/12/2021
world,,masters,70-74,male,25m,individual_medley,400m,05:41.20,WOLF Tom,,USA,31/01/2025
world,,masters,70-74,male,50m,backstroke,100m,01:10.19,WOLF Tom,,USA,27/07/2024
world,,masters,70-74,male,50m,backstroke,200m,02:36.31,WOLF Tom,,USA,28/07/2024
world,,masters,70-74,male,50m,backstroke,50m,32.27,WOLF Tom,,USA,22/08/2024
world,,masters,70-74,male,50m,breaststroke,100m,01:17.80,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,breaststroke,200m,02:48.97,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,breaststroke,50m,34.69,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,butterfly,100m,01:07.40,DAY Lawrence,,USA,08/10/2021
world,,masters,70-74,male,50m,butterfly,200m,02:44.59,NORBERG Michael,,USA,12/07/2025
world,,masters,70-74,male,50m,butterfly,50m,29.69,EHMKE Fred,,USA,13/07/2025
world,,masters,70-74,male,50m,freestyle,100m,01:02.80,COLELLA Rick,,USA,07/08/2025
world,,masters,70-74,male,50m,freestyle,1500m,20:17.22,BAUGHMAN Richard,,USA,06/08/2025
world,,masters,70-74,male,50m,freestyle,200m,02:16.51,COLELLA Rick,,USA,09/08/2025
world,,masters,70-74,male,50m,freestyle,400m,04:57.84,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,freestyle,50m,27.12,MARTIN Doug,,USA,20/01/2023
world,,masters,70-74,male,50m,freestyle,800m,10:12.57,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,individual_medley,200m,02:35.97,COLELLA Rick,,USA,01/07/2023
world,,masters,70-74,male,50m,individual_medley,400m,05:38.72,COLELLA Rick,,USA,07/08/2025
world,,masters,75-79,female,25m,backstroke,100m,01:18.19,VAL Laura,,USA,17/01/2026
world,,masters,75-79,female,25m,backstroke,200m,03:05.95,MCCLOSKEY Cecilia,,USA,14/03/2026
world,,masters,75-79,female,25m,backstroke,50m,35.71,VAL Laura,,USA,17/01/2026
world,,masters,75-79,female,25m,breaststroke,100m,01:36.48,YONEZAWA Shoko,,JPN,21/03/2010
world,,masters,75-79,female,25m,breaststroke,200m,03:33.03,YONEZAWA Shoko,,JPN,17/04/2010
world,,masters,75-79,female,25m,breaststroke,50m,43.79,YONEZAWA Shoko,,JPN,14/02/2010
world,,masters,75-79,female,25m,butterfly,100m,01:30.03,WILSON Judy,,FRA,09/03/2019
world,,masters,75-79,female,25m,butterfly,200m,03:34.50,MUNNS Clary,,AUS,25/05/2019
world,,masters,75-79,female,25m,butterfly,50m,36.97,DAVIS Charlotte,,USA,02/11/2025
world,,masters,75-79,female,25m,freestyle,100m,01:10.53,VAL Laura,,USA,17/01/2026
world,,masters,75-79,female,25m,freestyle,1500m,23:17.57,LOFTUS-CHARLEY Shirley,,USA,01/02/2026
world,,masters,75-79,female,25m,freestyle,200m,02:42.38,DAVIS Charlotte,,USA,08/03/2025
world,,masters,75-79,female,25m,freestyle,400m,05:45.81,LOFTUS-CHARLEY Shirley,,USA,14/03/2026
world,,masters,75-79,female,25m,freestyle,50m,30.95,VAL Laura,,USA,17/01/2026
world,,masters,75-79,female,25m,freestyle,800m,11:53.98,LOFTUS-CHARLEY Shirley,,USA,30/01/2026
world,,masters,75-79,female,25m,individual_medley,100m,01:26.91,MCCLOSKEY Cecilia,,USA,01/02/2025
world,,masters,75-79,female,25m,individual_medley,200m,03:14.28,LOFTUS-CHARLEY Shirley,,USA,14/03/2026
world,,masters,75-79,female,25m,individual_medley,400m,06:55.44,LOFTUS-CHARLEY Shirley,,USA,30/01/2026
world,,masters,75-79,female,50m,backstroke,100m,01:21.02,VAL Laura,,USA,12/07/2026
world,,masters,75-79,female,50m,backstroke,200m,03:09.61,MCCLOSKEY Cecilia,,USA,10/08/2025
world,,masters,75-79,female,50m,backstroke,50m,37.08,VAL Laura,,USA,12/07/2026
world,,masters,75-79,female,50m,breaststroke,100m,01:38.81,YONEZAWA Shoko,,JPN,06/03/2010
world,,masters,75-79,female,50m,breaststroke,200m,03:40.84,LEILICH Joann,,USA,19/07/2014
world,,masters,75-79,female,50m,breaststroke,50m,43.95,YONEZAWA Shoko,,JPN,06/03/2010
world,,masters,75-79,female,50m,butterfly,100m,01:34.88,WILSON Judy,,FRA,23/06/2019
world,,masters,75-79,female,50m,butterfly,200m,03:44.93,MUNNS Clary,,AUS,28/04/2019
world,,masters,75-79,female,50m,butterfly,50m,36.47,DAVIS Charlotte,,USA,10/08/2025
world,,masters,75-79,female,50m,freestyle,100m,01:12.77,VAL Laura,,USA,12/07/2026
world,,masters,75-79,female,50m,freestyle,1500m,23:27.09,LOFTUS-CHARLEY Shirley,,USA,26/07/2026
world,,masters,75-79,female,50m,freestyle,200m,02:47.46,DAVIS Charlotte,,USA,17/05/2025
world,,masters,75-79,female,50m,freestyle,400m,05:53.72,DAVIS Charlotte,,USA,08/08/2025
world,,masters,75-79,female,50m,freestyle,50m,32.96,DAVIS Charlotte,,USA,08/08/2025
world,,masters,75-79,female,50m,freestyle,800m,12:24.18,LOFTUS-CHARLEY Shirley,,USA,26/07/2026
world,,masters,75-79,female,50m,individual_medley,200m,03:14.64,DAVIS Charlotte,,USA,09/08/2025
world,,masters,75-79,female,50m,individual_medley,400m,07:35.32,MERTEN Brigitte,,GER,03/03/2024
world,,masters,75-79,male,25m,backstroke,100m,01:14.03,BURNS Rich,,USA,07/12/2019
world,,masters,75-79,male,25m,backstroke,200m,02:44.04,BURNS Rich,,USA,02/12/2018
world,,masters,75-79,male,25m,backstroke,50m,33.87,BURNS Rich,,USA,02/12/2018
world,,masters,75-79,male,25m,breaststroke,100m,01:24.15,FUJII Toshiharu,,JPN,11/05/2025
world,,masters,75-79,male,25m,breaststroke,200m,03:06.82,FRESHLEY Mike,,USA,23/07/2016
world,,masters,75-79,male,25m,breaststroke,50m,36.78,RUGGIERI Roberto,,ITA,19/02/2022
world,,masters,75-79,male,25m,butterfly,100m,01:14.39,DAY Lawrence,,USA,01/02/2026
world,,masters,75-79,male,25m,butterfly,200m,03:05.32,BERNARD Alan,,USA,25/02/2024
world,,masters,75-79,male,25m,butterfly,50m,31.71,DAY Lawrence,,USA,01/02/2026
world,,masters,75-79,male,25m,freestyle,100m,01:04.80,QUIGGIN David,,USA,13/10/2019
world,,masters,75-79,male,25m,freestyle,1500m,19:18.29,COLELLA Rick,,USA,01/02/2026
world,,masters,75-79,male,25m,freestyle,200m,02:23.04,COLELLA Rick,,USA,01/02/2026
world,,masters,75-79,male,25m,freestyle,400m,04:51.10,COLELLA Rick,,USA,01/02/2026
world,,masters,75-79,male,25m,freestyle,50m,28.70,ABRAHAMS Richard,,USA,21/11/2021
world,,masters,75-79,male,25m,freestyle,800m,09:52.08,COLELLA Rick,,USA,01/02/2026
world,,masters,75-79,male,25m,individual_medley,100m,01:14.52,DAY Lawrence,,USA,31/01/2026
world,,masters,75-79,male,25m,individual_medley,200m,02:50.45,DAY Lawrence,,USA,01/02/2026
world,,masters,75-79,male,25m,individual_medley,400m,06:08.99,WILSON Joel,,USA,03/10/2025
world,,masters,75-79,male,50m,backstroke,100m,01:17.17,BURNS Rich,,USA,31/07/2018
world,,masters,75-79,male,50m,backstroke,200m,02:50.25,BURNS Rich,,USA,30/07/2018
world,,masters,75-79,male,50m,backstroke,50m,34.45,BURNS Rich,,USA,02/08/2018
world,,masters,75-79,male,50m,breaststroke,100m,01:25.36,FUJII Toshiharu,,JPN,08/08/2025
world,,masters,75-79,male,50m,breaststroke,200m,03:13.93,FRESHLEY Mike,,USA,21/08/2016
world,,masters,75-79,male,50m,breaststroke,50m,37.05,WRIGHT Robert,,USA,08/08/2025
world,,masters,75-79,male,50m,butterfly,100m,01:16.87,SCHLICHER Fred,,USA,23/07/2023
world,,masters,75-79,male,50m,butterfly,200m,03:08.54,SCHLICHER Fred,,USA,22/07/2023
world,,masters,75-79,male,50m,butterfly,50m,31.75,BURNS Joel,,USA,21/08/2021
world,,masters,75-79,male,50m,freestyle,100m,01:06.40,FUJIMAKI Akira,,JPN,03/03/2018
world,,masters,75-79,male,50m,freestyle,1500m,21:02.80,KIRKLAND Dan,,USA,11/08/2023
world,,masters,75-79,male,50m,freestyle,200m,02:25.66,RADCLIFF David,,USA,06/06/2009
world,,masters,75-79,male,50m,freestyle,400m,05:17.77,RADCLIFF David,,USA,07/03/2009
world,,masters,75-79,male,50m,freestyle,50m,28.49,SIMPSON Andy,,NZL,09/06/2024
world,,masters,75-79,male,50m,freestyle,800m,11:01.70,KIRKLAND Dan,,USA,11/08/2023
world,,masters,75-79,male,50m,individual_medley,200m,02:53.12,WILSON Joel,,USA,23/07/2023
world,,masters,75-79,male,50m,individual_medley,400m,06:17.26,WILSON Joel,,USA,11/07/2025
world,,masters,80-84,female,25m,backstroke,100m,01:32.56,UUSTAL Diann,,USA,14/03/2026
world,,masters,80-84,female,25m,backstroke,200m,03:32.48,YOSHIDA Noriko,,JPN,19/03/2023
world,,masters,80-84,female,25m,backstroke,50m,42.15,MUNNS Clary,,AUS,17/05/2025
